first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,Age,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value,Age_Group,Full_name
"Hasheem","Groucock","Male",98,"17/09/1974",47,"Budget/Accounting Analyst IV","Manufacturing","High Net Worth","N","Yes",10,"12351 Spenser Pass",2034,"NSW","Australia",12,72,1.35,"40-49","Hasheem Groucock"
"Katheryn","Kinner","Female",15,"28/11/1973",48,"Analyst Programmer","Entertainment","High Net Worth","N","No",6,"1665 Kenwood Center",2518,"NSW","Australia",6,78,1.3375,"40-49","Katheryn Kinner"
"Sean","O'Loughlin","Male",48,"22/03/1961",61,"Database Administrator III","Manufacturing","High Net Worth","N","Yes",16,"83 Old Gate Point",2576,"NSW","Australia",10,85,1.325,"60-69","Sean O'Loughlin"
"Pietra","Buckleigh","Female",9,"29/04/1949",72,"Engineer III","N/A","High Net Worth","N","No",13,"387 Dixon Alley",2024,"NSW","Australia",10,85,1.325,"70-79","Pietra Buckleigh"
"Kahaleel","","Male",5,"01/11/1942",79,"GIS Technical Architect","N/A","High Net Worth","N","No",13,"12 Arapahoe Park",2035,"NSW","Australia",12,88,1.31484375,"70-79","Kahaleel "
"Jehu","Prestedge","Male",91,"20/10/1999",22,"N/A","Manufacturing","High Net Worth","N","Yes",8,"88 Annamark Avenue",2138,"NSW","Australia",12,96,1.3,"20-29","Jehu Prestedge"
"Bengt","Bilson","Male",26,"02/11/1972",49,"Structural Engineer","Manufacturing","High Net Worth","N","No",11,"67 Grayhawk Circle",2232,"NSW","Australia",10,99,1.296875,"40-49","Bengt Bilson"
"David","Napoleon","Male",72,"05/11/1961",60,"Structural Engineer","N/A","High Net Worth","N","No",14,"69 Garrison Point",2223,"NSW","Australia",11,111,1.28125,"60-69","David Napoleon"
"Teddy","Lagadu","Female",86,"20/07/1969",52,"Design Engineer","N/A","High Net Worth","N","No",6,"2 Charing Cross Trail",2759,"NSW","Australia",8,120,1.2625,"50-59","Teddy Lagadu"
"Welby","Lourenco","Male",6,"27/12/1975",46,"Senior Cost Accountant","Financial Services","High Net Worth","N","Yes",17,"801 Atwood Alley",2138,"NSW","Australia",9,144,1.234375,"40-49","Welby Lourenco"
"Roberto","Harme","Male",27,"11/06/1951",70,"Environmental Tech","N/A","High Net Worth","N","No",10,"101 Starling Pass",2564,"NSW","Australia",9,158,1.1875,"70-79","Roberto Harme"
"Elvira","Kurten","Female",65,"18/03/1973",49,"Assistant Professor","Financial Services","High Net Worth","N","No",12,"65 Ridge Oak Court",2471,"NSW","Australia",3,166,1.175,"40-49","Elvira Kurten"
"Tanya","Kiefer","Female",54,"05/07/1992",29,"Speech Pathologist","Telecommunications","High Net Worth","N","No",7,"4 Warner Park",2146,"NSW","Australia",9,174,1.16875,"20-29","Tanya Kiefer"
"Conroy","Rappaport","Male",39,"08/01/1965",57,"Assistant Manager","Health","High Net Worth","N","No",9,"5219 Pearson Drive",2148,"NSW","Australia",9,181,1.158125,"50-59","Conroy Rappaport"
"Quillan","Guinane","Male",36,"24/03/1946",76,"Community Outreach Specialist","N/A","High Net Worth","N","Yes",21,"803 Badeau Point",2177,"NSW","Australia",8,181,1.158125,"70-79","Quillan Guinane"
"Reggie","Kernar","Female",26,"28/11/1971",50,"Senior Editor","Financial Services","High Net Worth","N","No",17,"90 Northport Hill",2228,"NSW","Australia",10,181,1.158125,"50-59","Reggie Kernar"
"Allyson","Petchell","Female",16,"19/03/1970",52,"Human Resources Manager","Telecommunications","High Net Worth","N","No",10,"98221 Pennsylvania Place",2170,"NSW","Australia",8,191,1.15,"50-59","Allyson Petchell"
"Collete","Dory","Female",66,"09/01/1990",32,"Information Systems Manager","N/A","High Net Worth","N","No",2,"8625 Dakota Plaza",2210,"NSW","Australia",9,195,1.1475,"30-39","Collete Dory"
"Jenelle","Fearnill","Female",12,"03/01/1958",64,"Social Worker","Health","High Net Worth","N","No",19,"06 Old Gate Park",2144,"NSW","Australia",9,206,1.1375,"60-69","Jenelle Fearnill"
"Abbie","Oldman","Male",82,"26/11/1983",38,"N/A","Health","High Net Worth","N","Yes",5,"4 North Drive",2168,"NSW","Australia",8,212,1.136875,"30-39","Abbie Oldman"
"Shane","Killen","Male",28,"16/10/1956",65,"Account Executive","Entertainment","High Net Worth","N","No",10,"7 Hazelcrest Place",2165,"NSW","Australia",8,212,1.136875,"60-69","Shane Killen"
"Tobiah","Heinsius","Male",66,"25/01/2000",22,"Chief Design Engineer","Health","High Net Worth","N","No",9,"3630 Dawn Crossing",2446,"NSW","Australia",8,223,1.115625,"20-29","Tobiah Heinsius"
"Wyn","Saynor","Male",54,"22/06/1964",57,"Cost Accountant","Financial Services","High Net Worth","N","No",8,"5 Briar Crest Road",2099,"NSW","Australia",9,226,1.1125,"50-59","Wyn Saynor"
"Latrena","Walklate","Female",97,"05/10/1943",78,"Mechanical Systems Engineer","Telecommunications","High Net Worth","N","Yes",13,"87 Sheridan Junction",2281,"NSW","Australia",8,237,1.094375,"70-79","Latrena Walklate"
"Federico","Leuty","Male",59,"11/12/1978",43,"Product Engineer","Property","High Net Worth","N","Yes",11,"720 Menomonie Crossing",2380,"NSW","Australia",4,249,1.07578125,"40-49","Federico Leuty"
"Lea","Ilyinski","Female",75,"25/09/1997",24,"Structural Analysis Engineer","Financial Services","High Net Worth","N","No",12,"895 Glendale Park",2026,"NSW","Australia",12,252,1.073125,"20-29","Lea Ilyinski"
"Kaela","Romaines","Female",41,"27/11/1971",50,"Geological Engineer","Manufacturing","High Net Worth","N","No",19,"9193 Prairieview Drive",2155,"NSW","Australia",10,259,1.0625,"50-59","Kaela Romaines"
"Lark","Gonet","Female",89,"17/01/1972",50,"Database Administrator II","Health","High Net Worth","N","No",8,"261 Orin Center",2763,"NSW","Australia",8,259,1.0625,"50-59","Lark Gonet"
"Timi","Duny","Female",70,"12/03/1953",69,"Office Assistant II","Telecommunications","High Net Worth","N","No",6,"39192 Glendale Alley",2092,"NSW","Australia",12,274,1.051875,"60-69","Timi Duny"
"Bink","Bentje","Male",3,"23/03/1957",65,"Payment Adjustment Coordinator","Financial Services","High Net Worth","N","Yes",19,"8427 Moulton Place",2680,"NSW","Australia",3,285,1.04125,"60-69","Bink Bentje"
"Vittoria","Whitney","Female",95,"03/06/1981",40,"Research Assistant I","N/A","High Net Worth","N","No",12,"3 Surrey Court",2019,"NSW","Australia",11,291,1.0359375,"40-49","Vittoria Whitney"
"Rupert","Marrow","Male",73,"08/08/1970",51,"N/A","Property","High Net Worth","N","No",19,"2 7th Way",2760,"NSW","Australia",8,297,1.030625,"50-59","Rupert Marrow"
"Alfi","Sabbins","Female",63,"12/06/1959",62,"N/A","Financial Services","High Net Worth","N","Yes",18,"763 Ridgeway Place",2344,"NSW","Australia",3,304,1.025,"60-69","Alfi Sabbins"
"Seamus","Cains","Male",61,"15/12/1989",32,"Teacher","Manufacturing","High Net Worth","N","No",7,"4882 Dakota Center",2305,"NSW","Australia",8,312,1.02,"30-39","Seamus Cains"
"Parnell","Lamprey","Male",23,"08/04/1977",45,"Engineer III","Financial Services","High Net Worth","N","No",12,"7353 Mallard Junction",2165,"NSW","Australia",6,322,1.0125,"40-49","Parnell Lamprey"
"Ahmed","Pickthorne","Male",46,"25/12/1959",62,"Marketing Manager","N/A","High Net Worth","N","Yes",15,"50 American Street",2147,"NSW","Australia",9,329,1,"60-69","Ahmed Pickthorne"
"Justinn","Haruard","Female",48,"28/08/1958",63,"Health Coach IV","Health","High Net Worth","N","No",11,"00 Judy Terrace",2035,"NSW","Australia",12,414,0.924375,"60-69","Justinn Haruard"
"Guenna","Filisov","Female",52,"09/02/1969",53,"Chemical Engineer","Manufacturing","High Net Worth","N","No",13,"43 Stoughton Drive",2154,"NSW","Australia",9,427,0.9125,"50-59","Guenna Filisov"
"Frederich","Glantz","Male",37,"27/08/1997",24,"Nuclear Power Engineer","Manufacturing","High Net Worth","N","Yes",10,"9 Glacier Hill Circle",2762,"NSW","Australia",8,436,0.903125,"20-29","Frederich Glantz"
"Giralda","MacPeake","Female",59,"04/04/1941",81,"Librarian","Entertainment","High Net Worth","N","Yes",14,"6 Killdeer Way",2705,"NSW","Australia",1,441,0.901,"80+","Giralda MacPeake"
"Sada","Dowyer","Female",47,"22/11/1998",23,"Human Resources Manager","N/A","High Net Worth","N","Yes",3,"4 Meadow Ridge Place",2090,"NSW","Australia",10,450,0.89999999999999991,"20-29","Sada Dowyer"
"Celia","Bryden","Female",12,"06/04/1943",79,"Chemical Engineer","Manufacturing","High Net Worth","N","No",21,"2905 Towne Place",2114,"NSW","Australia",9,450,0.89999999999999991,"70-79","Celia Bryden"
"Stearne","Trolley","Male",42,"01/02/1982",40,"Automation Specialist IV","Financial Services","High Net Worth","N","No",14,"638 Caliangt Avenue",2137,"NSW","Australia",11,450,0.89999999999999991,"40-49","Stearne Trolley"
"Blondie","","Female",43,"03/10/1995",26,"Actuary","Financial Services","High Net Worth","N","No",11,"780 Norway Maple Hill",2565,"NSW","Australia",8,478,0.88,"20-29","Blondie "
"Carola","Philler","Female",73,"30/04/1951",70,"Dental Hygienist","Health","High Net Worth","N","No",15,"1037 Roth Park",2145,"NSW","Australia",7,478,0.88,"70-79","Carola Philler"
"Liane","Poizer","Female",59,"05/05/1952",69,"Analyst Programmer","Property","High Net Worth","N","No",13,"390 Express Plaza",2076,"NSW","Australia",11,495,0.86328125,"60-69","Liane Poizer"
"Milty","Brauninger","Male",13,"10/07/1945",76,"Payment Adjustment Coordinator","N/A","High Net Worth","N","No",11,"54 6th Trail",2640,"NSW","Australia",7,504,0.85000000000000009,"70-79","Milty Brauninger"
"Elmira","Vasilyev","Female",33,"14/10/1951",70,"Senior Quality Engineer","Manufacturing","High Net Worth","N","No",12,"12 Eastlawn Terrace",2007,"NSW","Australia",9,520,0.8375,"70-79","Elmira Vasilyev"
"Worthington","Cohane","Male",60,"23/01/1991",31,"Chief Design Engineer","Entertainment","High Net Worth","N","No",2,"846 Daystar Lane",2000,"NSW","Australia",12,520,0.8375,"30-39","Worthington Cohane"
"Joline","Skipperbottom","Female",59,"27/06/1972",49,"Desktop Support Technician","N/A","High Net Worth","N","No",9,"2 Warrior Crossing",2161,"NSW","Australia",9,529,0.83,"40-49","Joline Skipperbottom"
"Ivy","Farr","Female",56,"03/07/1973",48,"Office Assistant IV","IT","High Net Worth","N","No",19,"08470 Kingsford Lane",2120,"NSW","Australia",11,530,0.8287500000000001,"40-49","Ivy Farr"
"Donn","MacGregor","Male",80,"22/04/1965",57,"Civil Engineer","Manufacturing","High Net Worth","N","No",5,"0439 Mandrake Park",2046,"NSW","Australia",10,536,0.82500000000000007,"50-59","Donn MacGregor"
"Morganica","Ainsbury","Female",37,"06/01/1973",49,"Senior Editor","Entertainment","High Net Worth","N","Yes",9,"1 Raven Way",2151,"NSW","Australia",10,546,0.82343749999999993,"40-49","Morganica Ainsbury"
"Beverlee","Querree","Female",42,"21/04/1991",31,"Marketing Manager","Financial Services","High Net Worth","N","Yes",12,"891 Ohio Terrace",2075,"NSW","Australia",12,549,0.82,"30-39","Beverlee Querree"
"Jacqui","Devey","Female",79,"01/10/1995",26,"Analyst Programmer","Financial Services","High Net Worth","N","Yes",13,"656 Kennedy Crossing",2261,"NSW","Australia",8,555,0.8125,"20-29","Jacqui Devey"
"Byrom","Ramas","Male",23,"02/11/1993",28,"Help Desk Technician","Manufacturing","High Net Worth","N","No",12,"2 Jackson Place",2528,"NSW","Australia",7,555,0.8125,"20-29","Byrom Ramas"
"Chico","Dye","Male",46,"04/02/1994",28,"Speech Pathologist","Manufacturing","High Net Worth","N","No",13,"168 Schlimgen Center",2526,"NSW","Australia",9,555,0.8125,"20-29","Chico Dye"
"Davidde","Cockroft","Male",70,"21/04/1947",75,"Geological Engineer","Manufacturing","High Net Worth","N","No",8,"8 Kim Avenue",2158,"NSW","Australia",12,555,0.8125,"70-79","Davidde Cockroft"
"Charlie","Dmych","Male",60,"31/03/1950",72,"Account Coordinator","Manufacturing","High Net Worth","N","No",13,"920 Cambridge Way",2263,"NSW","Australia",6,555,0.8125,"70-79","Charlie Dmych"
"Benedict","Rosas","Male",73,"25/11/1955",66,"Actuary","Financial Services","High Net Worth","N","Yes",15,"898 Muir Court",2142,"NSW","Australia",6,563,0.8075,"60-69","Benedict Rosas"
"Virginia","De Antoni","Female",17,"14/03/1964",58,"Executive Secretary","Telecommunications","High Net Worth","N","Yes",12,"88093 Pierstorff Plaza",2030,"NSW","Australia",10,563,0.8075,"50-59","Virginia De Antoni"
"Shepherd","Dutchburn","Male",33,"12/08/1976",45,"Senior Sales Associate","Financial Services","High Net Worth","N","Yes",9,"8970 Anhalt Junction",2160,"NSW","Australia",9,575,0.796875,"40-49","Shepherd Dutchburn"
"Ethelred","Sissel","Male",83,"25/12/1974",47,"Programmer Analyst IV","Health","High Net Worth","N","No",18,"65 Rutledge Parkway",2539,"NSW","Australia",8,587,0.78625,"40-49","Ethelred Sissel"
"Gilbert","O'Fallone","Male",29,"07/11/1994",27,"Assistant Media Planner","Entertainment","High Net Worth","N","No",1,"6 Havey Pass",2126,"NSW","Australia",11,595,0.775625,"20-29","Gilbert O'Fallone"
"Nanni","Girodias","Female",61,"08/01/1959",63,"N/A","Retail","High Net Worth","N","No",16,"74 Shopko Pass",2161,"NSW","Australia",9,617,0.75437499999999991,"60-69","Nanni Girodias"
"Osbourn","Gherardini","Male",43,"01/05/1987",34,"N/A","N/A","High Net Worth","N","Yes",16,"5 Dryden Road",2782,"NSW","Australia",7,626,0.74375,"30-39","Osbourn Gherardini"
"Menard","Venmore","Male",97,"04/04/1978",44,"Assistant Professor","Retail","High Net Worth","N","No",8,"5 Hoard Trail",2197,"NSW","Australia",10,637,0.73749999999999993,"40-49","Menard Venmore"
"Austine","Speedy","Female",38,"23/05/1940",81,"Software Engineer II","Argiculture","High Net Worth","N","Yes",14,"69 Sunfield Terrace",2558,"NSW","Australia",8,646,0.73,"80+","Austine Speedy"
"Truman","Arlett","Male",58,"25/06/1958",63,"Technical Writer","Manufacturing","High Net Worth","N","Yes",16,"3 Spohn Circle",2477,"NSW","Australia",5,648,0.725,"60-69","Truman Arlett"
"Lisette","Davers","Female",59,"26/10/1940",81,"Developer III","Health","High Net Worth","N","No",17,"504 Stuart Pass",2130,"NSW","Australia",11,662,0.711875,"80+","Lisette Davers"
"Cecil","Gant","Male",52,"16/07/1976",45,"N/A","N/A","High Net Worth","N","Yes",9,"22435 Barnett Court",2145,"NSW","Australia",8,668,0.7054999999999999,"40-49","Cecil Gant"
"Briana","Trill","Female",5,"18/03/1944",78,"Health Coach III","Health","High Net Worth","N","No",11,"0433 La Follette Road",2137,"NSW","Australia",11,672,0.70390625000000007,"70-79","Briana Trill"
"Sibylla","Kibble","Female",73,"05/08/1962",59,"Pharmacist","Health","High Net Worth","N","No",12,"3 Ruskin Hill",2122,"NSW","Australia",9,676,0.70125,"50-59","Sibylla Kibble"
"Willard","Booton","Male",69,"02/09/1938",83,"N/A","Health","High Net Worth","N","Yes",7,"05 Ronald Regan Alley",2121,"NSW","Australia",9,688,0.697,"80+","Willard Booton"
"Arman","Yakubov","Male",68,"07/10/1977",44,"VP Quality Control","Property","High Net Worth","N","Yes",17,"11121 Jackson Crossing",2323,"NSW","Australia",4,691,0.69062499999999993,"40-49","Arman Yakubov"
"Josepha","Clamp","Female",12,"03/11/1961",60,"Marketing Manager","N/A","High Net Worth","N","No",12,"2 Harper Junction",2069,"NSW","Australia",12,698,0.69,"60-69","Josepha Clamp"
"Lynnell","Shoesmith","Female",44,"29/01/1981",41,"Occupational Therapist","Health","High Net Worth","N","Yes",7,"5331 Ilene Parkway",2560,"NSW","Australia",8,700,0.6875,"40-49","Lynnell Shoesmith"
"Mandie","MacAdie","Female",39,"25/12/1974",47,"Chief Design Engineer","Telecommunications","High Net Worth","N","No",13,"1009 Roxbury Point",2110,"NSW","Australia",11,700,0.6875,"40-49","Mandie MacAdie"
"Cissiee","Baylis","Female",99,"22/07/1951",70,"Cost Accountant","Financial Services","High Net Worth","N","No",16,"18 Dottie Park",2230,"NSW","Australia",11,700,0.6875,"70-79","Cissiee Baylis"
"Dorotea","Fenwick","Female",74,"12/10/1950",71,"Nurse","Financial Services","High Net Worth","N","No",12,"72 Lukken Crossing",2016,"NSW","Australia",11,715,0.67734375,"70-79","Dorotea Fenwick"
"Lanny","Currall","Male",37,"23/10/1997",24,"Developer IV","N/A","High Net Worth","N","Yes",9,"3 Redwing Center",2209,"NSW","Australia",10,725,0.66937499999999994,"20-29","Lanny Currall"
"Micheil","Fleote","Male",48,"20/09/1975",46,"Civil Engineer","Manufacturing","High Net Worth","N","No",16,"174 Lotheville Crossing",2093,"NSW","Australia",9,739,0.66,"40-49","Micheil Fleote"
"Meade","Bampton","Male",69,"25/04/1982",40,"Health Coach III","Health","High Net Worth","N","No",17,"7870 Stuart Crossing",2090,"NSW","Australia",7,755,0.64,"40-49","Meade Bampton"
"Flore","Cashen","Female",79,"21/06/1978",43,"N/A","Health","High Net Worth","N","No",17,"4 Vera Pass",2640,"NSW","Australia",4,760,0.6375,"40-49","Flore Cashen"
"Dylan","Stranio","Male",47,"02/04/1953",69,"Project Manager","Manufacturing","High Net Worth","N","Yes",9,"3662 Beilfuss Lane",2170,"NSW","Australia",8,773,0.63,"60-69","Dylan Stranio"
"Elvin","Trayhorn","Male",46,"02/06/1993",28,"VP Accounting","Financial Services","High Net Worth","N","No",10,"79 Sheridan Point",2231,"NSW","Australia",10,774,0.626875,"20-29","Elvin Trayhorn"
"Rafi","Brettelle","Male",89,"12/08/1956",65,"Operator","Health","High Net Worth","N","No",6,"11 Brickson Park Alley",2166,"NSW","Australia",10,786,0.61625,"60-69","Rafi Brettelle"
"Verne","Loalday","Male",1,"20/03/1982",40,"Marketing Assistant","IT","High Net Worth","N","No",7,"598 Memorial Place",2082,"NSW","Australia",10,788,0.6125,"40-49","Verne Loalday"
"Cordie","Brankley","Female",79,"21/09/1954",67,"Librarian","Entertainment","High Net Worth","N","No",18,"46 Westerfield Place",2195,"NSW","Australia",6,793,0.61093750000000013,"60-69","Cordie Brankley"
"Erminie","Rabidge","Female",64,"09/03/1982",40,"N/A","Manufacturing","High Net Worth","N","No",17,"1969 Melody Lane",2170,"NSW","Australia",8,801,0.59765625,"40-49","Erminie Rabidge"
"Otes","Elegood","Male",67,"25/11/1940",81,"Programmer III","Financial Services","High Net Worth","N","No",21,"2632 Del Mar Point",2226,"NSW","Australia",11,808,0.595,"80+","Otes Elegood"
"Renate","Whyte","Female",60,"08/12/1963",58,"Registered Nurse","Health","High Net Worth","N","Yes",15,"4189 Laurel Center",2620,"NSW","Australia",7,828,0.58,"50-59","Renate Whyte"
"Ellie","Toope","Female",29,"11/08/1973",48,"Staff Accountant III","Property","High Net Worth","N","Yes",4,"8734 Fulton Hill",2156,"NSW","Australia",11,832,0.57500000000000007,"40-49","Ellie Toope"
"Catha","Davitt","Female",79,"16/04/1958",64,"Environmental Specialist","Property","High Net Worth","N","Yes",6,"192 South Junction",2567,"NSW","Australia",7,843,0.5695,"60-69","Catha Davitt"
"Meridith","Urwin","Female",62,"07/03/1997",25,"Registered Nurse","Health","High Net Worth","N","Yes",10,"535 Graedel Circle",2444,"NSW","Australia",7,845,0.5631250000000001,"20-29","Meridith Urwin"
"Maurine","Clee","Female",45,"13/09/1980",41,"Automation Specialist II","Property","High Net Worth","N","Yes",5,"6 Maple Plaza",2042,"NSW","Australia",10,854,0.561,"40-49","Maurine Clee"
"Mycah","Beaston","Male",11,"31/07/1961",60,"Environmental Specialist","N/A","High Net Worth","N","Yes",12,"2 Mandrake Street",2221,"NSW","Australia",11,865,0.55,"60-69","Mycah Beaston"
"Lotty","Loach","Female",76,"23/08/1961",60,"Nurse","Health","High Net Worth","N","Yes",7,"78451 South Street",2380,"NSW","Australia",3,871,0.541875,"60-69","Lotty Loach"
