Customer Name,Customer Email Address,Customer Gender,Customer City,Customer Sales Territory Country,Customer Sales Territory Group,Customer Sales Territory Region,Customer Key,Customer Alternate Key,Customer Title,Customer Street Address,Customer Date of Birth,Customer Commute Distance,Customer First Purchase Date,Customer Education,Customer Occupation,Customer House Owner Indicator,Customer Cars Owned,Customer Marital Status,Customer Children,Customer Phone Number,Customer Annual Income,Customer Country Code,Customer Country,Customer Postal Code,Customer State Province,Customer State Province Code,Customer City State
"Sarah Powell","sarah33@adventure-works.com","F","La Jolla","United States","North America","Southwest",24641,"AW00024641","","537 Center Ave.",1954-09-16 00:00:00.000,"1-2 Miles",2013-06-04 00:00:00.000,"Bachelors","Management","House Owner",2,"Married",4,"192-555-0175",60000,"US","United States","92806","California","CA","La Jolla, CA"
"Jada Campbell","jada19@adventure-works.com","F","Torrance","United States","North America","Southwest",24643,"AW00024643","","6973 Dublin Court",1949-01-23 00:00:00.000,"10+ Miles",2013-07-07 00:00:00.000,"Bachelors","Management","House Owner",2,"Single",4,"293-555-0112",60000,"US","United States","90505","California","CA","Torrance, CA"
"Samuel Johnston","samuel59@adventure-works.com","M","El Cajon","United States","North America","Southwest",24644,"AW00024644","","9959 Edwards Ave.",1949-05-06 00:00:00.000,"1-2 Miles",2013-05-31 00:00:00.000,"Bachelors","Management","Not House Owner",2,"Married",4,"590-555-0111",60000,"US","United States","92020","California","CA","El Cajon, CA"
"Fernando Martin","fernando13@adventure-works.com","M","Concord","United States","North America","Southwest",24940,"AW00024940","","7559 Worth Ct.",1945-12-24 00:00:00.000,"10+ Miles",2013-01-28 00:00:00.000,"Bachelors","Management","House Owner",2,"Married",3,"327-555-0191",60000,"US","United States","94519","California","CA","Concord, CA"
"Steven James","steven9@adventure-works.com","M","Berkeley","United States","North America","Southwest",24942,"AW00024942","","5723 C Wharton Way",1946-01-21 00:00:00.000,"1-2 Miles",2013-10-29 00:00:00.000,"Bachelors","Management","Not House Owner",2,"Married",3,"702-555-0172",60000,"US","United States","94704","California","CA","Berkeley, CA"
"Whitney Garcia","whitney14@adventure-works.com","F","Berkeley","United States","North America","Southwest",24944,"AW00024944","","5854 Eagle Way",1946-03-11 00:00:00.000,"10+ Miles",2013-03-30 00:00:00.000,"Bachelors","Management","House Owner",2,"Married",3,"789-555-0192",60000,"US","United States","94704","California","CA","Berkeley, CA"
"Jeremy Ward","jeremy34@adventure-works.com","M","San Diego","United States","North America","Southwest",24951,"AW00024951","","4605 Merced Circle",1949-03-24 00:00:00.000,"10+ Miles",2013-07-30 00:00:00.000,"Bachelors","Management","House Owner",2,"Married",4,"159-555-0116",60000,"US","United States","92102","California","CA","San Diego, CA"
"Jordan Chen","jordan21@adventure-works.com","M","Burlingame","United States","North America","Southwest",25854,"AW00025854","","6336 La Orinda Pl",1949-02-06 00:00:00.000,"10+ Miles",2013-06-02 00:00:00.000,"Bachelors","Management","House Owner",2,"Married",4,"149-555-0174",60000,"US","United States","94010","California","CA","Burlingame, CA"
"Lucas Henderson","lucas54@adventure-works.com","M","Woodland Hills","United States","North America","Southwest",27389,"AW00027389","","7976 Stonedale",1946-04-15 00:00:00.000,"1-2 Miles",2013-03-06 00:00:00.000,"Bachelors","Management","Not House Owner",2,"Single",3,"903-555-0112",60000,"US","United States","91364","California","CA","Woodland Hills, CA"
"Alex James","alex11@adventure-works.com","M","Glendale","United States","North America","Southwest",27397,"AW00027397","","4370 Trafalgar Circle",1948-07-03 00:00:00.000,"10+ Miles",2013-11-23 00:00:00.000,"Bachelors","Management","House Owner",2,"Single",4,"131-555-0195",60000,"US","United States","91203","California","CA","Glendale, CA"
"Alexis Lee","alexis19@adventure-works.com","F","Torrance","United States","North America","Southwest",27398,"AW00027398","","1006 Deercreek Ln",1949-02-28 00:00:00.000,"1-2 Miles",2013-09-29 00:00:00.000,"Bachelors","Management","Not House Owner",2,"Single",4,"362-555-0194",60000,"US","United States","90505","California","CA","Torrance, CA"
"Thomas Parker","thomas36@adventure-works.com","M","Coronado","United States","North America","Southwest",27399,"AW00027399","","6443 Claudia Dr.",1949-05-22 00:00:00.000,"1-2 Miles",2013-04-24 00:00:00.000,"Bachelors","Management","Not House Owner",2,"Single",4,"711-555-0151",60000,"US","United States","92118","California","CA","Coronado, CA"
"Carlos Nelson","carlos37@adventure-works.com","M","Palo Alto","United States","North America","Southwest",28977,"AW00028977","","9466 Morning Glory Dr.",1946-01-22 00:00:00.000,"10+ Miles",2013-05-30 00:00:00.000,"Bachelors","Management","House Owner",2,"Single",3,"550-555-0149",60000,"US","United States","94303","California","CA","Palo Alto, CA"
"Alexandria Watson","alexandria24@adventure-works.com","F","Beverly Hills","United States","North America","Southwest",28978,"AW00028978","","6486 Hemlock Drive",1946-03-23 00:00:00.000,"10+ Miles",2013-07-10 00:00:00.000,"Bachelors","Management","House Owner",2,"Married",3,"181-555-0162",60000,"US","United States","90210","California","CA","Beverly Hills, CA"
"Sydney Watson","sydney19@adventure-works.com","F","Lincoln Acres","United States","North America","Southwest",28982,"AW00028982","","5207 Minute Dr.",1947-06-22 00:00:00.000,"1-2 Miles",2013-05-04 00:00:00.000,"Bachelors","Management","Not House Owner",2,"Single",3,"144-555-0165",60000,"US","United States","91950","California","CA","Lincoln Acres, CA"
"Sean Lopez","sean45@adventure-works.com","M","Bellflower","United States","North America","Southwest",28983,"AW00028983","","660 West M Street",1952-07-24 00:00:00.000,"1-2 Miles",2013-08-11 00:00:00.000,"Bachelors","Management","Not House Owner",2,"Single",4,"824-555-0128",60000,"US","United States","90706","California","CA","Bellflower, CA"
"Jessica Harris","jessica61@adventure-works.com","F","Woodland Hills","United States","North America","Southwest",28987,"AW00028987","","3136 Mcnutt Ave.",1948-12-03 00:00:00.000,"10+ Miles",2014-01-21 00:00:00.000,"Bachelors","Management","House Owner",2,"Single",4,"558-555-0181",60000,"US","United States","91364","California","CA","Woodland Hills, CA"
"Catherine Morris","catherine16@adventure-works.com","F","San Gabriel","United States","North America","Southwest",11188,"AW00011188","","6542 Stonewood Drive",1950-03-06 00:00:00.000,"1-2 Miles",2013-11-01 00:00:00.000,"Graduate Degree","Management","Not House Owner",2,"Married",4,"795-555-0117",60000,"US","United States","91776","California","CA","San Gabriel, CA"
"Tammy Sara","tammy11@adventure-works.com","F","Bellflower","United States","North America","Southwest",13463,"AW00013463","","2422 Norse Drive",1942-02-01 00:00:00.000,"5-10 Miles",2013-11-13 00:00:00.000,"Graduate Degree","Management","House Owner",2,"Married",2,"620-555-0110",60000,"US","United States","90706","California","CA","Bellflower, CA"
"Cory Mehta","cory12@adventure-works.com","M","Burlingame","United States","North America","Southwest",14378,"AW00014378","","7907 Eagle Peak Road",1955-08-29 00:00:00.000,"10+ Miles",2012-09-17 00:00:00.000,"Graduate Degree","Management","House Owner",2,"Single",4,"598-555-0147",60000,"US","United States","94010","California","CA","Burlingame, CA"
"Richard Foster","richard71@adventure-works.com","M","Fremont","United States","North America","Southwest",14379,"AW00014379","","5592 Byers Rd.",1949-08-21 00:00:00.000,"10+ Miles",2012-09-20 00:00:00.000,"Graduate Degree","Management","House Owner",2,"Married",4,"932-555-0117",60000,"US","United States","94536","California","CA","Fremont, CA"
"Rebekah Ruiz","rebekah22@adventure-works.com","F","Berkeley","United States","North America","Southwest",15393,"AW00015393","","6728 Palisade Court",1941-03-31 00:00:00.000,"5-10 Miles",2013-12-25 00:00:00.000,"Graduate Degree","Management","House Owner",2,"Married",2,"860-555-0140",60000,"US","United States","94704","California","CA","Berkeley, CA"
"Julio Moreno","julio6@adventure-works.com","M","Bellflower","United States","North America","Southwest",15953,"AW00015953","","4800 Quiz Street",1939-10-09 00:00:00.000,"5-10 Miles",2012-12-05 00:00:00.000,"Graduate Degree","Management","House Owner",2,"Married",2,"157-555-0165",60000,"US","United States","90706","California","CA","Bellflower, CA"
"Blake Hayes","blake70@adventure-works.com","M","Burbank","United States","North America","Southwest",16778,"AW00016778","","6807 Snowberry Court",1950-03-03 00:00:00.000,"10+ Miles",2013-10-27 00:00:00.000,"Graduate Degree","Management","House Owner",2,"Single",4,"303-555-0111",60000,"US","United States","91502","California","CA","Burbank, CA"
"Natasha Hernandez","natasha4@adventure-works.com","F","Bellflower","United States","North America","Southwest",17445,"AW00017445","","885 Davona Drive",1946-04-17 00:00:00.000,"5-10 Miles",2013-06-08 00:00:00.000,"Graduate Degree","Management","House Owner",2,"Married",2,"807-555-0167",60000,"US","United States","90706","California","CA","Bellflower, CA"
"Wyatt Hayes","wyatt51@adventure-works.com","M","El Cajon","United States","North America","Southwest",17467,"AW00017467","","5070 Kirker Pass",1948-08-09 00:00:00.000,"10+ Miles",2013-06-04 00:00:00.000,"Graduate Degree","Management","House Owner",2,"Single",3,"275-555-0184",60000,"US","United States","92020","California","CA","El Cajon, CA"
"Ian Perez","ian34@adventure-works.com","M","Berkeley","United States","North America","Southwest",17469,"AW00017469","","1301 Stanbridge Ct",1943-01-03 00:00:00.000,"1-2 Miles",2013-11-05 00:00:00.000,"Graduate Degree","Management","Not House Owner",2,"Married",3,"101-555-0113",60000,"US","United States","94704","California","CA","Berkeley, CA"
"Meredith Torres","meredith35@adventure-works.com","F","Burlingame","United States","North America","Southwest",17472,"AW00017472","","4697 Yosemite Dr.",1944-08-26 00:00:00.000,"10+ Miles",2013-12-23 00:00:00.000,"Graduate Degree","Management","House Owner",2,"Single",3,"908-555-0132",60000,"US","United States","94010","California","CA","Burlingame, CA"
"Jonathan Taylor","jonathan59@adventure-works.com","M","National City","United States","North America","Southwest",17549,"AW00017549","","8154 Falcon Place",1947-08-14 00:00:00.000,"1-2 Miles",2014-01-05 00:00:00.000,"Graduate Degree","Management","House Owner",2,"Married",3,"436-555-0116",60000,"US","United States","91950","California","CA","National City, CA"
"Sheila Sanz","sheila18@adventure-works.com","F","Colma","United States","North America","Southwest",18438,"AW00018438","","2153 Hooftrail Way",1946-09-21 00:00:00.000,"10+ Miles",2013-10-23 00:00:00.000,"Graduate Degree","Management","House Owner",2,"Married",3,"538-555-0119",60000,"US","United States","94014","California","CA","Colma, CA"
"Joe Ashe","joe28@adventure-works.com","M","Colma","United States","North America","Southwest",18440,"AW00018440","","4250 Cross Road",1947-05-04 00:00:00.000,"1-2 Miles",2013-10-14 00:00:00.000,"Graduate Degree","Management","House Owner",2,"Married",3,"563-555-0128",60000,"US","United States","94014","California","CA","Colma, CA"
"Thomas Simmons","thomas17@adventure-works.com","M","Imperial Beach","United States","North America","Southwest",18531,"AW00018531","","1207 Erie Dr",1947-08-14 00:00:00.000,"10+ Miles",2013-09-09 00:00:00.000,"Graduate Degree","Management","House Owner",2,"Single",3,"804-555-0129",60000,"US","United States","91932","California","CA","Imperial Beach, CA"
"Hailey Coleman","hailey27@adventure-works.com","F","National City","United States","North America","Southwest",18536,"AW00018536","","9231 Santa Ana Drive",1948-09-18 00:00:00.000,"1-2 Miles",2013-11-08 00:00:00.000,"Graduate Degree","Management","House Owner",2,"Married",4,"671-555-0191",60000,"US","United States","91950","California","CA","National City, CA"
"Miguel Scott","miguel30@adventure-works.com","M","Concord","United States","North America","Southwest",18866,"AW00018866","","975 Madrid",1958-09-30 00:00:00.000,"1-2 Miles",2013-12-12 00:00:00.000,"Graduate Degree","Management","Not House Owner",2,"Married",3,"399-555-0192",60000,"US","United States","94519","California","CA","Concord, CA"
"Xavier Clark","xavier17@adventure-works.com","M","Los Angeles","United States","North America","Southwest",18967,"AW00018967","","5180 Lacorso",1948-01-22 00:00:00.000,"1-2 Miles",2013-02-09 00:00:00.000,"Graduate Degree","Management","House Owner",2,"Married",3,"465-555-0149",60000,"US","United States","90012","California","CA","Los Angeles, CA"
"Jason Roberts","jason34@adventure-works.com","M","Los Angeles","United States","North America","Southwest",18970,"AW00018970","","4252 Alpine Rd.",1949-02-08 00:00:00.000,"1-2 Miles",2013-11-17 00:00:00.000,"Graduate Degree","Management","House Owner",2,"Married",3,"654-555-0146",60000,"US","United States","90012","California","CA","Los Angeles, CA"
"Kyle Hill","kyle41@adventure-works.com","M","Bellflower","United States","North America","Southwest",19732,"AW00019732","","7068 Rock Island Drive",1950-05-14 00:00:00.000,"10+ Miles",2013-05-02 00:00:00.000,"Graduate Degree","Management","House Owner",2,"Single",3,"180-555-0128",60000,"US","United States","90706","California","CA","Bellflower, CA"
"Natalie Weisman","natalie80@adventure-works.com","F","San Diego","United States","North America","Southwest",19734,"AW00019734","","3924 Cactus Court",1944-12-08 00:00:00.000,"1-2 Miles",2013-10-27 00:00:00.000,"Graduate Degree","Management","House Owner",2,"Married",3,"913-555-0184",60000,"US","United States","92102","California","CA","San Diego, CA"
"Tamara Cai","tamara10@adventure-works.com","F","Colma","United States","North America","Southwest",19744,"AW00019744","","7600 Tupelp Drive",1947-01-31 00:00:00.000,"10+ Miles",2013-04-29 00:00:00.000,"Graduate Degree","Management","House Owner",2,"Married",3,"735-555-0147",60000,"US","United States","94014","California","CA","Colma, CA"
"Kayla Simmons","kayla39@adventure-works.com","F","National City","United States","North America","Southwest",19745,"AW00019745","","9606 Premier Pl.",1952-09-14 00:00:00.000,"10+ Miles",2013-04-03 00:00:00.000,"Graduate Degree","Management","House Owner",2,"Married",3,"881-555-0160",60000,"US","United States","91950","California","CA","National City, CA"
"Jessica James","jessica20@adventure-works.com","F","Imperial Beach","United States","North America","Southwest",19840,"AW00019840","","9770 Fraga Court #91",1949-03-10 00:00:00.000,"10+ Miles",2013-12-28 00:00:00.000,"Graduate Degree","Management","House Owner",2,"Married",4,"983-555-0126",60000,"US","United States","91932","California","CA","Imperial Beach, CA"
"Rachel Blue","rachel34@adventure-works.com","F","Bellflower","United States","North America","Southwest",20359,"AW00020359","","6239 Boyd Road",1940-08-31 00:00:00.000,"5-10 Miles",2013-06-07 00:00:00.000,"Graduate Degree","Management","House Owner",2,"Married",2,"665-555-0199",60000,"US","United States","90706","California","CA","Bellflower, CA"
